llavehog,llaveviv,p2_4_01,p2_4_02,p2_4_03,p2_4_04,p2_4_05,p2_4_05a,p2_4_06,p2_4_07,p2_4_08,p2_4_09,p2_4_10,p2_4_11,p2_4_12,p2_4_13,p2_4_14,p3_14_1,p3_15_1,p3_16_1,p3_17_1,p3_19_1,p3_14_2,p3_15_2,p3_16_2,p3_17_2,p3_18_2,p3_19_2,p3_14_3,p3_15_3,p3_16_3,p3_17_3,p3_18_3,p3_19_3,p3_20_1,p3_20a_1,p3_20_2,p3_20a_2,p3_20_3,p3_20a_3,p3_20_4,p3_20a_4,p3_20_5,p3_20a_5,p3_20_6,p3_20a_6,p3_20_7,p3_20a_7,p3_20_8,p3_20a_8,cvegeo,cve_ent,tloc,menor10,est_dis,upm_dis,fac_hog,control,viv_sel,hogar
1001058051,100105805,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,08,00600,4,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01366,609,1001058,05,1
1001064011,100106401,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01367,659,1001064,01,1
1001064021,100106402,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01367,659,1001064,02,1
1001064031,100106403,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01367,659,1001064,03,1
1001064041,100106404,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01367,659,1001064,04,1
1001064051,100106405,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,1,003000,2,,2,,2,,2,,2,,10,10,1,2,0081,01367,659,1001064,05,1
1001074011,100107401,1,1,1,1,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,018000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01368,684,1001074,01,1
1001074031,100107403,1,1,1,1,2,,,1,2,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01368,684,1001074,03,1
1001074041,100107404,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01368,684,1001074,04,1
1001074051,100107405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01368,684,1001074,05,1
1001076011,100107601,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,08,01500,2,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01369,659,1001076,01,1
1001076021,100107602,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01369,659,1001076,02,1
1001076031,100107603,1,1,2,1,2,,,2,1,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01369,659,1001076,03,1
1001076041,100107604,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01369,659,1001076,04,1
1001076051,100107605,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,060000,2,,2,,2,,2,,10,10,1,2,0081,01369,659,1001076,05,1
1001117011,100111701,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01370,630,1001117,01,1
1001117021,100111702,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01370,630,1001117,02,1
1001117031,100111703,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,06,00500,2,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01370,630,1001117,03,1
1001117041,100111704,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,06,00250,1,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01370,630,1001117,04,1
1001117051,100111705,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01370,630,1001117,05,1
1001133011,100113301,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01371,647,1001133,01,1
1001133021,100113302,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,003000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01371,647,1001133,02,1
1001133031,100113303,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01371,647,1001133,03,1
1001133041,100113304,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01371,647,1001133,04,1
1001133051,100113305,1,1,1,1,2,,,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,003000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01371,647,1001133,05,1
1001178011,100117801,1,1,2,1,2,,,2,2,2,2,2,2,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,1,012900,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01372,694,1001178,01,1
1001178021,100117802,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01372,694,1001178,02,1
1001178031,100117803,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,1,030000,1,020000,2,,2,,2,,2,,10,10,1,2,0081,01372,694,1001178,03,1
1001178041,100117804,1,1,1,1,2,,,2,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,003000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01372,694,1001178,04,1
1001178051,100117805,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01372,694,1001178,05,1
1001185011,100118501,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01373,705,1001185,01,1
1001185041,100118504,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01373,705,1001185,04,1
1001185051,100118505,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01373,705,1001185,05,1
1001195011,100119501,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01374,752,1001195,01,1
1001195021,100119502,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01374,752,1001195,02,1
1001195031,100119503,1,2,2,1,2,,,2,2,2,1,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01374,752,1001195,03,1
1001195041,100119504,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01374,752,1001195,04,1
1001195051,100119505,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01374,752,1001195,05,1
1001213011,100121301,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,021000,2,,2,,2,,2,,10,10,1,2,0081,01375,625,1001213,01,1
1001213021,100121302,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01375,625,1001213,02,1
1001213031,100121303,1,1,1,1,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01375,625,1001213,03,1
1001213041,100121304,1,1,2,1,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,012000,2,,2,,2,,2,,10,10,1,2,0081,01375,625,1001213,04,1
1001213051,100121305,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01375,625,1001213,05,1
1001222011,100122201,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01376,664,1001222,01,1
1001222021,100122202,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,1,080000,2,,2,,2,,2,,2,,10,10,1,2,0079,01376,664,1001222,02,1
1001222031,100122203,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01376,664,1001222,03,1
1001222041,100122204,1,1,1,1,1,1,9,1,1,1,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01376,664,1001222,04,1
1001222051,100122205,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01376,664,1001222,05,1
1001230011,100123001,1,2,1,1,2,,,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,003500,2,,2,,2,,2,,10,10,1,2,0081,01377,688,1001230,01,1
1001230021,100123002,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,001400,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01377,688,1001230,02,1
1001230031,100123003,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,1,006000,2,,2,,10,10,1,2,0081,01377,688,1001230,03,1
1001230041,100123004,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01377,688,1001230,04,1
1001230051,100123005,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01377,688,1001230,05,1
1001235011,100123501,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01378,668,1001235,01,1
1001235021,100123502,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,002800,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01378,668,1001235,02,1
1001235031,100123503,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,009000,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01378,668,1001235,03,1
1001235041,100123504,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01378,668,1001235,04,1
1001235051,100123505,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,07,00400,4,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01378,668,1001235,05,1
1001301011,100130101,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01379,730,1001301,01,1
1001301021,100130102,1,1,2,2,2,,,2,1,1,1,2,2,2,2,2,,,,,2,,,,,,2,,,,,,2,,1,999999,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01379,730,1001301,02,1
1001301031,100130103,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01379,730,1001301,03,1
1001301041,100130104,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01379,730,1001301,04,1
1001301051,100130105,1,1,1,1,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01379,730,1001301,05,1
1001363011,100136301,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,1,030000,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01380,611,1001363,01,1
1001363021,100136302,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01380,611,1001363,02,1
1001363041,100136304,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,040000,2,,2,,2,,1,012000,2,,2,,10,10,1,2,0080,01380,611,1001363,04,1
1001363051,100136305,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,1,999999,2,,1,999999,10,10,1,2,0080,01380,611,1001363,05,1
1001372011,100137201,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01381,651,1001372,01,1
1001372021,100137202,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,9,,2,,2,,1,007500,10,10,1,2,0079,01381,651,1001372,02,1
1001372031,100137203,1,1,1,1,2,,,1,2,2,2,1,1,1,1,1,2,08,00600,4,2,,,,,,2,,,,,,2,,1,150000,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01381,651,1001372,03,1
1001372041,100137204,1,1,1,1,2,,,2,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01381,651,1001372,04,1
1001372051,100137205,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01381,651,1001372,05,1
1001383011,100138301,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01382,632,1001383,01,1
1001383021,100138302,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01382,632,1001383,02,1
1001383031,100138303,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01382,632,1001383,03,1
1001383041,100138304,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,,,,,2,,,,,,2,,,,,,1,999999,1,099999,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01382,632,1001383,04,1
1001383051,100138305,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01382,632,1001383,05,1
1001431011,100143101,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,3,30,00900,6,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01383,629,1001431,01,1
1001431021,100143102,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,1,004000,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01383,629,1001431,02,1
1001431031,100143103,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01383,629,1001431,03,1
1001431041,100143104,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,08,00600,4,2,,,,,,2,,,,,,2,,1,999999,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01383,629,1001431,04,1
1001431051,100143105,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,012000,1,015000,2,,1,005000,2,,2,,2,,1,025000,10,10,1,2,0080,01383,629,1001431,05,1
1001437011,100143701,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01384,662,1001437,01,1
1001437031,100143703,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01384,662,1001437,03,1
1001437041,100143704,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,010500,1,006000,2,,2,,2,,2,,2,,10,10,1,2,0081,01384,662,1001437,04,1
1001437051,100143705,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,008000,2,,1,001500,2,,2,,2,,2,,10,10,1,2,0081,01384,662,1001437,05,1
1001468011,100146801,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01385,549,1001468,01,1
1001468021,100146802,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,3,12,01200,1,2,,,,,,2,,,,,,1,003000,1,006000,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01385,549,1001468,02,1
1001468031,100146803,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01385,549,1001468,03,1
1001468041,100146804,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01385,549,1001468,04,1
1001468051,100146805,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,009000,2,,2,,2,,2,,10,10,1,2,0080,01385,549,1001468,05,1
1001489011,100148901,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01386,738,1001489,01,1
1001489021,100148902,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01386,738,1001489,02,1
1001489031,100148903,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,1,200000,10,10,1,2,0080,01386,738,1001489,03,1
1001489051,100148905,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,5,04,03000,1,2,,,,,,2,,,,,,1,006000,1,042000,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01386,738,1001489,05,1
1001499031,100149903,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,096000,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01387,642,1001499,03,1
1001499041,100149904,1,1,1,2,2,,,1,2,2,2,2,2,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01387,642,1001499,04,1
1001502011,100150201,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,999999,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01388,731,1001502,01,1
1001502021,100150202,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,3,09,00750,1,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01388,731,1001502,02,1
1001502031,100150203,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,1,840000,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01388,731,1001502,03,1
1001502041,100150204,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01388,731,1001502,04,1
1001502051,100150205,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,10,00600,2,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01388,731,1001502,05,1
1001534011,100153401,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01389,691,1001534,01,1
1001534021,100153402,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01389,691,1001534,02,1
1001534031,100153403,1,2,1,1,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,001350,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01389,691,1001534,03,1
1001534041,100153404,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,012000,1,010500,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01389,691,1001534,04,1
1001534051,100153405,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,1,003000,2,,2,,2,,2,,2,,10,10,1,2,0079,01389,691,1001534,05,1
1001555011,100155501,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01390,610,1001555,01,1
1001555021,100155502,1,1,1,1,2,,,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01390,610,1001555,02,1
1001555031,100155503,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01390,610,1001555,03,1
1001555051,100155505,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,,,,,2,,,,,,2,,,,,,1,010000,1,009000,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01390,610,1001555,05,1
1001586011,100158601,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,1,010500,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01391,552,1001586,01,1
1001586031,100158603,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01391,552,1001586,03,1
1001586041,100158604,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0079,01391,552,1001586,04,1
1001586051,100158605,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,012000,1,999999,2,,2,,2,,1,005000,2,,2,,10,10,1,2,0079,01391,552,1001586,05,1
1001608031,100160803,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,3,18,00840,2,2,,,,,,2,,,,,,2,,1,009000,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01392,701,1001608,03,1
1001608041,100160804,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01392,701,1001608,04,1
1001608051,100160805,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0080,01392,701,1001608,05,1
1001625011,100162501,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01393,630,1001625,01,1
1001625021,100162502,1,1,1,1,2,,,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01393,630,1001625,02,1
1001625031,100162503,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01393,630,1001625,03,1
1001625041,100162504,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01393,630,1001625,04,1
1001625051,100162505,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,9,,2,,2,,2,,2,,1,002000,10,10,1,2,0081,01393,630,1001625,05,1
1001641011,100164101,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,10,10,1,2,0081,01394,633,1001641,01,1
1001641031,100164103,1,2,1,1,2,,,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,1,006000,2,,2,,2,,2,,2,,10,10,1,2,0081,01394,633,1001641,03,1
